sa2_code,year,population,reference_date,revision_status,source_id,source_locator
210051245,2020,18598,2020-06-30,final,abs-erp-2024-25,Table 1!AD934
210051245,2021,18176,2021-06-30,final,abs-erp-2024-25,Table 1!AE934
210051245,2022,17969,2022-06-30,revised,abs-erp-2024-25,Table 1!AF934
210051245,2023,18144,2023-06-30,revised,abs-erp-2024-25,Table 1!AG934
210051245,2024,18208,2024-06-30,revised,abs-erp-2024-25,Table 1!AH934
210051245,2025,18285,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI934
210051246,2020,21279,2020-06-30,final,abs-erp-2024-25,Table 1!AD935
210051246,2021,22406,2021-06-30,final,abs-erp-2024-25,Table 1!AE935
210051246,2022,23492,2022-06-30,revised,abs-erp-2024-25,Table 1!AF935
210051246,2023,24570,2023-06-30,revised,abs-erp-2024-25,Table 1!AG935
210051246,2024,25668,2024-06-30,revised,abs-erp-2024-25,Table 1!AH935
210051246,2025,26757,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI935
210051247,2020,15840,2020-06-30,final,abs-erp-2024-25,Table 1!AD936
210051247,2021,15070,2021-06-30,final,abs-erp-2024-25,Table 1!AE936
210051247,2022,14627,2022-06-30,revised,abs-erp-2024-25,Table 1!AF936
210051247,2023,14853,2023-06-30,revised,abs-erp-2024-25,Table 1!AG936
210051247,2024,14915,2024-06-30,revised,abs-erp-2024-25,Table 1!AH936
210051247,2025,14841,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI936
210051248,2020,143,2020-06-30,final,abs-erp-2024-25,Table 1!AD937
210051248,2021,130,2021-06-30,final,abs-erp-2024-25,Table 1!AE937
210051248,2022,130,2022-06-30,revised,abs-erp-2024-25,Table 1!AF937
210051248,2023,130,2023-06-30,revised,abs-erp-2024-25,Table 1!AG937
210051248,2024,130,2024-06-30,revised,abs-erp-2024-25,Table 1!AH937
210051248,2025,130,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI937
210051250,2020,6824,2020-06-30,final,abs-erp-2024-25,Table 1!AD938
210051250,2021,6628,2021-06-30,final,abs-erp-2024-25,Table 1!AE938
210051250,2022,6486,2022-06-30,revised,abs-erp-2024-25,Table 1!AF938
210051250,2023,6551,2023-06-30,revised,abs-erp-2024-25,Table 1!AG938
210051250,2024,6667,2024-06-30,revised,abs-erp-2024-25,Table 1!AH938
210051250,2025,6727,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI938
210051441,2020,8715,2020-06-30,final,abs-erp-2024-25,Table 1!AD939
210051441,2021,8190,2021-06-30,final,abs-erp-2024-25,Table 1!AE939
210051441,2022,7965,2022-06-30,revised,abs-erp-2024-25,Table 1!AF939
210051441,2023,8107,2023-06-30,revised,abs-erp-2024-25,Table 1!AG939
210051441,2024,8170,2024-06-30,revised,abs-erp-2024-25,Table 1!AH939
210051441,2025,8172,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI939
210051442,2020,12893,2020-06-30,final,abs-erp-2024-25,Table 1!AD940
210051442,2021,12446,2021-06-30,final,abs-erp-2024-25,Table 1!AE940
210051442,2022,12399,2022-06-30,revised,abs-erp-2024-25,Table 1!AF940
210051442,2023,12649,2023-06-30,revised,abs-erp-2024-25,Table 1!AG940
210051442,2024,12833,2024-06-30,revised,abs-erp-2024-25,Table 1!AH940
210051442,2025,12846,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI940
210051443,2020,21632,2020-06-30,final,abs-erp-2024-25,Table 1!AD941
210051443,2021,22007,2021-06-30,final,abs-erp-2024-25,Table 1!AE941
210051443,2022,22533,2022-06-30,revised,abs-erp-2024-25,Table 1!AF941
210051443,2023,23418,2023-06-30,revised,abs-erp-2024-25,Table 1!AG941
210051443,2024,23994,2024-06-30,revised,abs-erp-2024-25,Table 1!AH941
210051443,2025,24431,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI941
210051445,2020,18657,2020-06-30,final,abs-erp-2024-25,Table 1!AD942
210051445,2021,23795,2021-06-30,final,abs-erp-2024-25,Table 1!AE942
210051445,2022,28481,2022-06-30,revised,abs-erp-2024-25,Table 1!AF942
210051445,2023,31864,2023-06-30,revised,abs-erp-2024-25,Table 1!AG942
210051445,2024,35244,2024-06-30,revised,abs-erp-2024-25,Table 1!AH942
210051445,2025,39389,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI942
210051542,2020,9253,2020-06-30,final,abs-erp-2024-25,Table 1!AD943
210051542,2021,9975,2021-06-30,final,abs-erp-2024-25,Table 1!AE943
210051542,2022,10339,2022-06-30,revised,abs-erp-2024-25,Table 1!AF943
210051542,2023,10721,2023-06-30,revised,abs-erp-2024-25,Table 1!AG943
210051542,2024,11144,2024-06-30,revised,abs-erp-2024-25,Table 1!AH943
210051542,2025,11293,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI943
210051543,2020,12687,2020-06-30,final,abs-erp-2024-25,Table 1!AD944
210051543,2021,13194,2021-06-30,final,abs-erp-2024-25,Table 1!AE944
210051543,2022,13602,2022-06-30,revised,abs-erp-2024-25,Table 1!AF944
210051543,2023,14203,2023-06-30,revised,abs-erp-2024-25,Table 1!AG944
210051543,2024,14699,2024-06-30,revised,abs-erp-2024-25,Table 1!AH944
210051543,2025,14970,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI944
210051544,2020,10043,2020-06-30,final,abs-erp-2024-25,Table 1!AD945
210051544,2021,9582,2021-06-30,final,abs-erp-2024-25,Table 1!AE945
210051544,2022,9484,2022-06-30,revised,abs-erp-2024-25,Table 1!AF945
210051544,2023,9656,2023-06-30,revised,abs-erp-2024-25,Table 1!AG945
210051544,2024,9691,2024-06-30,revised,abs-erp-2024-25,Table 1!AH945
210051544,2025,9699,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI945
210051545,2020,14993,2020-06-30,final,abs-erp-2024-25,Table 1!AD946
210051545,2021,14848,2021-06-30,final,abs-erp-2024-25,Table 1!AE946
210051545,2022,14936,2022-06-30,revised,abs-erp-2024-25,Table 1!AF946
210051545,2023,15149,2023-06-30,revised,abs-erp-2024-25,Table 1!AG946
210051545,2024,15375,2024-06-30,revised,abs-erp-2024-25,Table 1!AH946
210051545,2025,15440,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI946
211011251,2020,12992,2020-06-30,final,abs-erp-2024-25,Table 1!AD947
211011251,2021,12708,2021-06-30,final,abs-erp-2024-25,Table 1!AE947
211011251,2022,12692,2022-06-30,revised,abs-erp-2024-25,Table 1!AF947
211011251,2023,13011,2023-06-30,revised,abs-erp-2024-25,Table 1!AG947
211011251,2024,13270,2024-06-30,revised,abs-erp-2024-25,Table 1!AH947
211011251,2025,13388,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI947
211011254,2020,17016,2020-06-30,final,abs-erp-2024-25,Table 1!AD948
211011254,2021,16734,2021-06-30,final,abs-erp-2024-25,Table 1!AE948
211011254,2022,16690,2022-06-30,revised,abs-erp-2024-25,Table 1!AF948
211011254,2023,16999,2023-06-30,revised,abs-erp-2024-25,Table 1!AG948
211011254,2024,17094,2024-06-30,revised,abs-erp-2024-25,Table 1!AH948
211011254,2025,17232,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI948
211011255,2020,6802,2020-06-30,final,abs-erp-2024-25,Table 1!AD949
211011255,2021,6654,2021-06-30,final,abs-erp-2024-25,Table 1!AE949
211011255,2022,6552,2022-06-30,revised,abs-erp-2024-25,Table 1!AF949
211011255,2023,6552,2023-06-30,revised,abs-erp-2024-25,Table 1!AG949
211011255,2024,6583,2024-06-30,revised,abs-erp-2024-25,Table 1!AH949
211011255,2025,6622,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI949
211011256,2020,15826,2020-06-30,final,abs-erp-2024-25,Table 1!AD950
211011256,2021,15540,2021-06-30,final,abs-erp-2024-25,Table 1!AE950
211011256,2022,15442,2022-06-30,revised,abs-erp-2024-25,Table 1!AF950
211011256,2023,15677,2023-06-30,revised,abs-erp-2024-25,Table 1!AG950
211011256,2024,15692,2024-06-30,revised,abs-erp-2024-25,Table 1!AH950
211011256,2025,15771,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI950
211011257,2020,8122,2020-06-30,final,abs-erp-2024-25,Table 1!AD951
211011257,2021,7962,2021-06-30,final,abs-erp-2024-25,Table 1!AE951
211011257,2022,7794,2022-06-30,revised,abs-erp-2024-25,Table 1!AF951
211011257,2023,7829,2023-06-30,revised,abs-erp-2024-25,Table 1!AG951
211011257,2024,7867,2024-06-30,revised,abs-erp-2024-25,Table 1!AH951
211011257,2025,7827,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI951
211011258,2020,10754,2020-06-30,final,abs-erp-2024-25,Table 1!AD952
211011258,2021,10462,2021-06-30,final,abs-erp-2024-25,Table 1!AE952
211011258,2022,10378,2022-06-30,revised,abs-erp-2024-25,Table 1!AF952
211011258,2023,10460,2023-06-30,revised,abs-erp-2024-25,Table 1!AG952
211011258,2024,10566,2024-06-30,revised,abs-erp-2024-25,Table 1!AH952
211011258,2025,10578,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI952
211011259,2020,14866,2020-06-30,final,abs-erp-2024-25,Table 1!AD953
211011259,2021,14446,2021-06-30,final,abs-erp-2024-25,Table 1!AE953
211011259,2022,14220,2022-06-30,revised,abs-erp-2024-25,Table 1!AF953
211011259,2023,14516,2023-06-30,revised,abs-erp-2024-25,Table 1!AG953
211011259,2024,14607,2024-06-30,revised,abs-erp-2024-25,Table 1!AH953
211011259,2025,14634,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI953
211011260,2020,18602,2020-06-30,final,abs-erp-2024-25,Table 1!AD954
211011260,2021,18099,2021-06-30,final,abs-erp-2024-25,Table 1!AE954
211011260,2022,17967,2022-06-30,revised,abs-erp-2024-25,Table 1!AF954
211011260,2023,18156,2023-06-30,revised,abs-erp-2024-25,Table 1!AG954
211011260,2024,18360,2024-06-30,revised,abs-erp-2024-25,Table 1!AH954
211011260,2025,18475,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI954
211011446,2020,23924,2020-06-30,final,abs-erp-2024-25,Table 1!AD955
211011446,2021,23837,2021-06-30,final,abs-erp-2024-25,Table 1!AE955
211011446,2022,23829,2022-06-30,revised,abs-erp-2024-25,Table 1!AF955
211011446,2023,24161,2023-06-30,revised,abs-erp-2024-25,Table 1!AG955
211011446,2024,24512,2024-06-30,revised,abs-erp-2024-25,Table 1!AH955
211011446,2025,24763,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI955
211011447,2020,14446,2020-06-30,final,abs-erp-2024-25,Table 1!AD956
211011447,2021,14247,2021-06-30,final,abs-erp-2024-25,Table 1!AE956
211011447,2022,14228,2022-06-30,revised,abs-erp-2024-25,Table 1!AF956
211011447,2023,14373,2023-06-30,revised,abs-erp-2024-25,Table 1!AG956
211011447,2024,14500,2024-06-30,revised,abs-erp-2024-25,Table 1!AH956
211011447,2025,14538,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI956
211011448,2020,15517,2020-06-30,final,abs-erp-2024-25,Table 1!AD957
211011448,2021,15451,2021-06-30,final,abs-erp-2024-25,Table 1!AE957
211011448,2022,15331,2022-06-30,revised,abs-erp-2024-25,Table 1!AF957
211011448,2023,15547,2023-06-30,revised,abs-erp-2024-25,Table 1!AG957
211011448,2024,15562,2024-06-30,revised,abs-erp-2024-25,Table 1!AH957
211011448,2025,15630,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI957
211011449,2020,4415,2020-06-30,final,abs-erp-2024-25,Table 1!AD958
211011449,2021,4380,2021-06-30,final,abs-erp-2024-25,Table 1!AE958
211011449,2022,4299,2022-06-30,revised,abs-erp-2024-25,Table 1!AF958
211011449,2023,4297,2023-06-30,revised,abs-erp-2024-25,Table 1!AG958
211011449,2024,4318,2024-06-30,revised,abs-erp-2024-25,Table 1!AH958
211011449,2025,4336,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI958
211021261,2020,16668,2020-06-30,final,abs-erp-2024-25,Table 1!AD959
211021261,2021,16410,2021-06-30,final,abs-erp-2024-25,Table 1!AE959
211021261,2022,16390,2022-06-30,revised,abs-erp-2024-25,Table 1!AF959
211021261,2023,16494,2023-06-30,revised,abs-erp-2024-25,Table 1!AG959
211021261,2024,16748,2024-06-30,revised,abs-erp-2024-25,Table 1!AH959
211021261,2025,16894,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI959
211021262,2020,10404,2020-06-30,final,abs-erp-2024-25,Table 1!AD960
211021262,2021,10181,2021-06-30,final,abs-erp-2024-25,Table 1!AE960
211021262,2022,10076,2022-06-30,revised,abs-erp-2024-25,Table 1!AF960
211021262,2023,10124,2023-06-30,revised,abs-erp-2024-25,Table 1!AG960
211021262,2024,10212,2024-06-30,revised,abs-erp-2024-25,Table 1!AH960
211021262,2025,10229,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI960
211031263,2020,12332,2020-06-30,final,abs-erp-2024-25,Table 1!AD961
211031263,2021,11967,2021-06-30,final,abs-erp-2024-25,Table 1!AE961
211031263,2022,11829,2022-06-30,revised,abs-erp-2024-25,Table 1!AF961
211031263,2023,11901,2023-06-30,revised,abs-erp-2024-25,Table 1!AG961
211031263,2024,12007,2024-06-30,revised,abs-erp-2024-25,Table 1!AH961
211031263,2025,12097,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI961
211031265,2020,18640,2020-06-30,final,abs-erp-2024-25,Table 1!AD962
211031265,2021,18232,2021-06-30,final,abs-erp-2024-25,Table 1!AE962
211031265,2022,18141,2022-06-30,revised,abs-erp-2024-25,Table 1!AF962
211031265,2023,18303,2023-06-30,revised,abs-erp-2024-25,Table 1!AG962
211031265,2024,18352,2024-06-30,revised,abs-erp-2024-25,Table 1!AH962
211031265,2025,18457,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI962
211031266,2020,19158,2020-06-30,final,abs-erp-2024-25,Table 1!AD963
211031266,2021,18919,2021-06-30,final,abs-erp-2024-25,Table 1!AE963
211031266,2022,18962,2022-06-30,revised,abs-erp-2024-25,Table 1!AF963
211031266,2023,19297,2023-06-30,revised,abs-erp-2024-25,Table 1!AG963
211031266,2024,19593,2024-06-30,revised,abs-erp-2024-25,Table 1!AH963
211031266,2025,19779,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI963
211031267,2020,21785,2020-06-30,final,abs-erp-2024-25,Table 1!AD964
211031267,2021,21351,2021-06-30,final,abs-erp-2024-25,Table 1!AE964
211031267,2022,21244,2022-06-30,revised,abs-erp-2024-25,Table 1!AF964
211031267,2023,21435,2023-06-30,revised,abs-erp-2024-25,Table 1!AG964
211031267,2024,21824,2024-06-30,revised,abs-erp-2024-25,Table 1!AH964
211031267,2025,22164,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI964
211031268,2020,9931,2020-06-30,final,abs-erp-2024-25,Table 1!AD965
211031268,2021,9723,2021-06-30,final,abs-erp-2024-25,Table 1!AE965
211031268,2022,9651,2022-06-30,revised,abs-erp-2024-25,Table 1!AF965
211031268,2023,9683,2023-06-30,revised,abs-erp-2024-25,Table 1!AG965
211031268,2024,9777,2024-06-30,revised,abs-erp-2024-25,Table 1!AH965
211031268,2025,9839,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI965
211031450,2020,16403,2020-06-30,final,abs-erp-2024-25,Table 1!AD966
211031450,2021,16236,2021-06-30,final,abs-erp-2024-25,Table 1!AE966
211031450,2022,16196,2022-06-30,revised,abs-erp-2024-25,Table 1!AF966
211031450,2023,16570,2023-06-30,revised,abs-erp-2024-25,Table 1!AG966
211031450,2024,17141,2024-06-30,revised,abs-erp-2024-25,Table 1!AH966
211031450,2025,17345,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI966
211031451,2020,14561,2020-06-30,final,abs-erp-2024-25,Table 1!AD967
211031451,2021,14246,2021-06-30,final,abs-erp-2024-25,Table 1!AE967
211031451,2022,14192,2022-06-30,revised,abs-erp-2024-25,Table 1!AF967
211031451,2023,14584,2023-06-30,revised,abs-erp-2024-25,Table 1!AG967
211031451,2024,14793,2024-06-30,revised,abs-erp-2024-25,Table 1!AH967
211031451,2025,14940,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI967
211031452,2020,5015,2020-06-30,final,abs-erp-2024-25,Table 1!AD968
211031452,2021,4936,2021-06-30,final,abs-erp-2024-25,Table 1!AE968
211031452,2022,4960,2022-06-30,revised,abs-erp-2024-25,Table 1!AF968
211031452,2023,5026,2023-06-30,revised,abs-erp-2024-25,Table 1!AG968
211031452,2024,5118,2024-06-30,revised,abs-erp-2024-25,Table 1!AH968
211031452,2025,5147,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI968
211041269,2020,11166,2020-06-30,final,abs-erp-2024-25,Table 1!AD969
211041269,2021,10866,2021-06-30,final,abs-erp-2024-25,Table 1!AE969
211041269,2022,10853,2022-06-30,revised,abs-erp-2024-25,Table 1!AF969
211041269,2023,11008,2023-06-30,revised,abs-erp-2024-25,Table 1!AG969
211041269,2024,11179,2024-06-30,revised,abs-erp-2024-25,Table 1!AH969
211041269,2025,11256,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI969
211041270,2020,17338,2020-06-30,final,abs-erp-2024-25,Table 1!AD970
211041270,2021,16930,2021-06-30,final,abs-erp-2024-25,Table 1!AE970
211041270,2022,16990,2022-06-30,revised,abs-erp-2024-25,Table 1!AF970
211041270,2023,17288,2023-06-30,revised,abs-erp-2024-25,Table 1!AG970
211041270,2024,17425,2024-06-30,revised,abs-erp-2024-25,Table 1!AH970
211041270,2025,17496,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI970
211041271,2020,12861,2020-06-30,final,abs-erp-2024-25,Table 1!AD971
211041271,2021,12518,2021-06-30,final,abs-erp-2024-25,Table 1!AE971
211041271,2022,12576,2022-06-30,revised,abs-erp-2024-25,Table 1!AF971
211041271,2023,12903,2023-06-30,revised,abs-erp-2024-25,Table 1!AG971
211041271,2024,13192,2024-06-30,revised,abs-erp-2024-25,Table 1!AH971
211041271,2025,13247,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI971
211041272,2020,11337,2020-06-30,final,abs-erp-2024-25,Table 1!AD972
211041272,2021,11079,2021-06-30,final,abs-erp-2024-25,Table 1!AE972
211041272,2022,10983,2022-06-30,revised,abs-erp-2024-25,Table 1!AF972
211041272,2023,11141,2023-06-30,revised,abs-erp-2024-25,Table 1!AG972
211041272,2024,11333,2024-06-30,revised,abs-erp-2024-25,Table 1!AH972
211041272,2025,11435,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI972
211041273,2020,12303,2020-06-30,final,abs-erp-2024-25,Table 1!AD973
211041273,2021,12042,2021-06-30,final,abs-erp-2024-25,Table 1!AE973
211041273,2022,12027,2022-06-30,revised,abs-erp-2024-25,Table 1!AF973
211041273,2023,12161,2023-06-30,revised,abs-erp-2024-25,Table 1!AG973
211041273,2024,12237,2024-06-30,revised,abs-erp-2024-25,Table 1!AH973
211041273,2025,12250,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI973
211051274,2020,10339,2020-06-30,final,abs-erp-2024-25,Table 1!AD974
211051274,2021,10091,2021-06-30,final,abs-erp-2024-25,Table 1!AE974
211051274,2022,9977,2022-06-30,revised,abs-erp-2024-25,Table 1!AF974
211051274,2023,9942,2023-06-30,revised,abs-erp-2024-25,Table 1!AG974
211051274,2024,9958,2024-06-30,revised,abs-erp-2024-25,Table 1!AH974
211051274,2025,9964,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI974
211051275,2020,11767,2020-06-30,final,abs-erp-2024-25,Table 1!AD975
211051275,2021,11876,2021-06-30,final,abs-erp-2024-25,Table 1!AE975
211051275,2022,12079,2022-06-30,revised,abs-erp-2024-25,Table 1!AF975
211051275,2023,12373,2023-06-30,revised,abs-erp-2024-25,Table 1!AG975
211051275,2024,12483,2024-06-30,revised,abs-erp-2024-25,Table 1!AH975
211051275,2025,12603,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI975
211051276,2020,14335,2020-06-30,final,abs-erp-2024-25,Table 1!AD976
211051276,2021,14181,2021-06-30,final,abs-erp-2024-25,Table 1!AE976
211051276,2022,14091,2022-06-30,revised,abs-erp-2024-25,Table 1!AF976
211051276,2023,14104,2023-06-30,revised,abs-erp-2024-25,Table 1!AG976
211051276,2024,14000,2024-06-30,revised,abs-erp-2024-25,Table 1!AH976
211051276,2025,14116,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI976
211051277,2020,9962,2020-06-30,final,abs-erp-2024-25,Table 1!AD977
211051277,2021,9980,2021-06-30,final,abs-erp-2024-25,Table 1!AE977
211051277,2022,10087,2022-06-30,revised,abs-erp-2024-25,Table 1!AF977
211051277,2023,10326,2023-06-30,revised,abs-erp-2024-25,Table 1!AG977
211051277,2024,10647,2024-06-30,revised,abs-erp-2024-25,Table 1!AH977
211051277,2025,10692,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI977
211051278,2020,19952,2020-06-30,final,abs-erp-2024-25,Table 1!AD978
211051278,2021,19786,2021-06-30,final,abs-erp-2024-25,Table 1!AE978
211051278,2022,19895,2022-06-30,revised,abs-erp-2024-25,Table 1!AF978
211051278,2023,20012,2023-06-30,revised,abs-erp-2024-25,Table 1!AG978
211051278,2024,20492,2024-06-30,revised,abs-erp-2024-25,Table 1!AH978
211051278,2025,20905,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI978
211051279,2020,5878,2020-06-30,final,abs-erp-2024-25,Table 1!AD979
211051279,2021,5859,2021-06-30,final,abs-erp-2024-25,Table 1!AE979
211051279,2022,5778,2022-06-30,revised,abs-erp-2024-25,Table 1!AF979
211051279,2023,5782,2023-06-30,revised,abs-erp-2024-25,Table 1!AG979
211051279,2024,5808,2024-06-30,revised,abs-erp-2024-25,Table 1!AH979
211051279,2025,5840,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI979
211051280,2020,7051,2020-06-30,final,abs-erp-2024-25,Table 1!AD980
211051280,2021,6993,2021-06-30,final,abs-erp-2024-25,Table 1!AE980
211051280,2022,6949,2022-06-30,revised,abs-erp-2024-25,Table 1!AF980
211051280,2023,6909,2023-06-30,revised,abs-erp-2024-25,Table 1!AG980
211051280,2024,6893,2024-06-30,revised,abs-erp-2024-25,Table 1!AH980
211051280,2025,6904,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI980
211051281,2020,23917,2020-06-30,final,abs-erp-2024-25,Table 1!AD981
211051281,2021,23442,2021-06-30,final,abs-erp-2024-25,Table 1!AE981
211051281,2022,23579,2022-06-30,revised,abs-erp-2024-25,Table 1!AF981
211051281,2023,23948,2023-06-30,revised,abs-erp-2024-25,Table 1!AG981
211051281,2024,24206,2024-06-30,revised,abs-erp-2024-25,Table 1!AH981
211051281,2025,24395,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI981
211051282,2020,9953,2020-06-30,final,abs-erp-2024-25,Table 1!AD982
211051282,2021,9770,2021-06-30,final,abs-erp-2024-25,Table 1!AE982
211051282,2022,9631,2022-06-30,revised,abs-erp-2024-25,Table 1!AF982
211051282,2023,9613,2023-06-30,revised,abs-erp-2024-25,Table 1!AG982
211051282,2024,9578,2024-06-30,revised,abs-erp-2024-25,Table 1!AH982
211051282,2025,9587,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI982
211051283,2020,9949,2020-06-30,final,abs-erp-2024-25,Table 1!AD983
211051283,2021,9866,2021-06-30,final,abs-erp-2024-25,Table 1!AE983
211051283,2022,9789,2022-06-30,revised,abs-erp-2024-25,Table 1!AF983
211051283,2023,9895,2023-06-30,revised,abs-erp-2024-25,Table 1!AG983
211051283,2024,9997,2024-06-30,revised,abs-erp-2024-25,Table 1!AH983
211051283,2025,10043,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI983
211051284,2020,9952,2020-06-30,final,abs-erp-2024-25,Table 1!AD984
211051284,2021,9848,2021-06-30,final,abs-erp-2024-25,Table 1!AE984
211051284,2022,9719,2022-06-30,revised,abs-erp-2024-25,Table 1!AF984
211051284,2023,9750,2023-06-30,revised,abs-erp-2024-25,Table 1!AG984
211051284,2024,9832,2024-06-30,revised,abs-erp-2024-25,Table 1!AH984
211051284,2025,9867,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI984
211051285,2020,7996,2020-06-30,final,abs-erp-2024-25,Table 1!AD985
211051285,2021,7963,2021-06-30,final,abs-erp-2024-25,Table 1!AE985
211051285,2022,7935,2022-06-30,revised,abs-erp-2024-25,Table 1!AF985
211051285,2023,7963,2023-06-30,revised,abs-erp-2024-25,Table 1!AG985
211051285,2024,7969,2024-06-30,revised,abs-erp-2024-25,Table 1!AH985
211051285,2025,7996,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI985
211051286,2020,17006,2020-06-30,final,abs-erp-2024-25,Table 1!AD986
211051286,2021,16947,2021-06-30,final,abs-erp-2024-25,Table 1!AE986
211051286,2022,16942,2022-06-30,revised,abs-erp-2024-25,Table 1!AF986
211051286,2023,16938,2023-06-30,revised,abs-erp-2024-25,Table 1!AG986
211051286,2024,17026,2024-06-30,revised,abs-erp-2024-25,Table 1!AH986
211051286,2025,17087,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI986
212011289,2020,18838,2020-06-30,final,abs-erp-2024-25,Table 1!AD987
212011289,2021,18802,2021-06-30,final,abs-erp-2024-25,Table 1!AE987
212011289,2022,18726,2022-06-30,revised,abs-erp-2024-25,Table 1!AF987
212011289,2023,18884,2023-06-30,revised,abs-erp-2024-25,Table 1!AG987
212011289,2024,18907,2024-06-30,revised,abs-erp-2024-25,Table 1!AH987
212011289,2025,19043,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI987
212011546,2020,22381,2020-06-30,final,abs-erp-2024-25,Table 1!AD988
212011546,2021,23966,2021-06-30,final,abs-erp-2024-25,Table 1!AE988
212011546,2022,25750,2022-06-30,revised,abs-erp-2024-25,Table 1!AF988
212011546,2023,26922,2023-06-30,revised,abs-erp-2024-25,Table 1!AG988
212011546,2024,28306,2024-06-30,revised,abs-erp-2024-25,Table 1!AH988
212011546,2025,29524,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI988
212011547,2020,9701,2020-06-30,final,abs-erp-2024-25,Table 1!AD989
212011547,2021,9940,2021-06-30,final,abs-erp-2024-25,Table 1!AE989
212011547,2022,10057,2022-06-30,revised,abs-erp-2024-25,Table 1!AF989
212011547,2023,10178,2023-06-30,revised,abs-erp-2024-25,Table 1!AG989
212011547,2024,10223,2024-06-30,revised,abs-erp-2024-25,Table 1!AH989
212011547,2025,10366,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI989
212011548,2020,9387,2020-06-30,final,abs-erp-2024-25,Table 1!AD990
212011548,2021,10160,2021-06-30,final,abs-erp-2024-25,Table 1!AE990
212011548,2022,10802,2022-06-30,revised,abs-erp-2024-25,Table 1!AF990
212011548,2023,11503,2023-06-30,revised,abs-erp-2024-25,Table 1!AG990
212011548,2024,11981,2024-06-30,revised,abs-erp-2024-25,Table 1!AH990
212011548,2025,12598,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI990
212011549,2020,15625,2020-06-30,final,abs-erp-2024-25,Table 1!AD991
212011549,2021,15622,2021-06-30,final,abs-erp-2024-25,Table 1!AE991
212011549,2022,15762,2022-06-30,revised,abs-erp-2024-25,Table 1!AF991
212011549,2023,15984,2023-06-30,revised,abs-erp-2024-25,Table 1!AG991
212011549,2024,16320,2024-06-30,revised,abs-erp-2024-25,Table 1!AH991
212011549,2025,16593,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI991
212011550,2020,7128,2020-06-30,final,abs-erp-2024-25,Table 1!AD992
